ALGORITHM,PARAM,TIMEEXEC,NCLUSTERS,NCLUSTERS_PREDEF,FILE_OUTPUT,Silhouette_euclidean
DBSCAN,eps=17.2501 min_samples=50,0:01:17.729220,2,NO,DIR: DBSCAN__min_samples50,0.48464185678091615
DBSCAN,eps=17.5001 min_samples=50,0:01:19.703269,2,NO,DIR: DBSCAN__min_samples50,0.4794498437248298
DBSCAN,eps=17.7501 min_samples=50,0:01:21.652900,2,NO,DIR: DBSCAN__min_samples50,0.47961496448089064
DBSCAN,eps=18.0001 min_samples=50,0:01:23.633185,2,NO,DIR: DBSCAN__min_samples50,0.49280412958584174
DBSCAN,eps=18.2501 min_samples=50,0:01:25.618107,2,NO,DIR: DBSCAN__min_samples50,0.5189482950078872
DBSCAN,eps=18.5001 min_samples=50,0:01:27.617121,2,NO,DIR: DBSCAN__min_samples50,0.5274255818729929
DBSCAN,eps=18.7501 min_samples=50,0:01:29.632733,2,NO,DIR: DBSCAN__min_samples50,0.5274256059375698
DBSCAN,eps=19.0001 min_samples=50,0:01:31.646359,2,NO,DIR: DBSCAN__min_samples50,0.5274256059375698
DBSCAN,eps=19.2501 min_samples=50,0:01:33.670226,2,NO,DIR: DBSCAN__min_samples50,0.5274256059375698
DBSCAN,eps=19.5001 min_samples=50,0:01:35.728670,2,NO,DIR: DBSCAN__min_samples50,0.5274256059375698
DBSCAN,eps=19.7501 min_samples=50,0:01:37.856163,2,NO,DIR: DBSCAN__min_samples50,0.5412694796654187
DBSCAN,eps=20.0001 min_samples=50,0:01:39.960748,2,NO,DIR: DBSCAN__min_samples50,0.5412695183849692
DBSCAN,eps=20.2501 min_samples=50,0:01:42.087101,2,NO,DIR: DBSCAN__min_samples50,0.5530351418926416
DBSCAN,eps=20.5001 min_samples=50,0:01:44.399084,2,NO,DIR: DBSCAN__min_samples50,0.5530351909102222
DBSCAN,eps=20.7501 min_samples=50,0:01:46.498574,2,NO,DIR: DBSCAN__min_samples50,0.5355308320531356
DBSCAN,eps=21.0001 min_samples=50,0:01:48.650652,2,NO,DIR: DBSCAN__min_samples50,0.5355308449604266
DBSCAN,eps=21.2501 min_samples=50,0:01:50.900905,2,NO,DIR: DBSCAN__min_samples50,0.5355308449604266
DBSCAN,eps=21.5001 min_samples=50,0:01:54.408356,2,NO,DIR: DBSCAN__min_samples50,0.5355308449604266
DBSCAN,eps=21.7501 min_samples=50,0:01:56.703270,2,NO,DIR: DBSCAN__min_samples50,0.5355308449604266
OPTICS,min_samples_35__metric_cityblock,0:02:26.473771,4,NO,DIR: OPTICS,-0.31636036978485116
OPTICS,min_samples_35__metric_cosine,0:16:44.924868,5,NO,DIR: OPTICS,-0.2405764109947818
OPTICS,min_samples_35__metric_l1,0:28:33.838128,4,NO,DIR: OPTICS,-0.31636036978485116
OPTICS,min_samples_35__metric_manhattan,0:41:59.974364,4,NO,DIR: OPTICS,-0.31636036978485116
OPTICS,min_samples_2__metric_cityblock,0:01:21.263014,2107,NO,DIR: OPTICS,0.33530660609809776
OPTICS,min_samples_4__metric_cityblock,0:01:34.522325,844,NO,DIR: OPTICS,0.15615158037012403
OPTICS,min_samples_6__metric_cityblock,0:01:47.186686,460,NO,DIR: OPTICS,0.06254142132342452
OPTICS,min_samples_8__metric_cityblock,0:01:59.716205,309,NO,DIR: OPTICS,0.015035941864919225
OPTICS,min_samples_20__metric_cityblock,0:02:13.836444,47,NO,DIR: OPTICS,-0.35653506918465505
OPTICS,min_samples_2__metric_cosine,0:08:43.453976,2411,NO,DIR: OPTICS,-0.1487099880932569
OPTICS,min_samples_4__metric_cosine,0:11:02.256733,584,NO,DIR: OPTICS,-0.11354363992982108
OPTICS,min_samples_6__metric_cosine,0:13:45.575725,329,NO,DIR: OPTICS,-0.1039424339856608
OPTICS,min_samples_8__metric_cosine,0:15:36.362658,207,NO,DIR: OPTICS,-0.14193606061017183
OPTICS,min_samples_20__metric_cosine,0:16:14.734628,30,NO,DIR: OPTICS,-0.321563502848969
OPTICS,min_samples_2__metric_euclidean,0:19:28.285786,2113,NO,DIR: OPTICS,0.3263646800433884
OPTICS,min_samples_4__metric_euclidean,0:19:52.354702,811,NO,DIR: OPTICS,0.14852345395936709
OPTICS,min_samples_6__metric_euclidean,0:20:18.038344,409,NO,DIR: OPTICS,-0.04566464121250313
OPTICS,min_samples_8__metric_euclidean,0:20:41.401737,230,NO,DIR: OPTICS,-0.1894214444659089
OPTICS,min_samples_20__metric_euclidean,0:22:49.996624,32,NO,DIR: OPTICS,-0.4057052614460578
OPTICS,min_samples_2__metric_l1,0:26:12.494331,2107,NO,DIR: OPTICS,0.33530660609809776
OPTICS,min_samples_4__metric_l1,0:26:40.357057,844,NO,DIR: OPTICS,0.15615158037012403
OPTICS,min_samples_6__metric_l1,0:27:09.753206,460,NO,DIR: OPTICS,0.06254142132342452
OPTICS,min_samples_8__metric_l1,0:27:37.789882,309,NO,DIR: OPTICS,-0.015035941864919225
OPTICS,min_samples_20__metric_l1,0:28:06.704702,47,NO,DIR: OPTICS,-0.35653506918465505
OPTICS,min_samples_2__metric_l2,0:31:49.793282,2113,NO,DIR: OPTICS,0.3263646800433884
OPTICS,min_samples_4__metric_l2,0:32:36.187920,811,NO,DIR: OPTICS,0.14852345395936709
OPTICS,min_samples_6__metric_l2,0:33:22.130012,409,NO,DIR: OPTICS,-0.04566464121250313
OPTICS,min_samples_8__metric_l2,0:35:25.548603,230,NO,DIR: OPTICS,-0.1894214444659089
OPTICS,min_samples_20__metric_l2,0:37:30.707497,32,NO,DIR: OPTICS,-0.4057052614460578
OPTICS,min_samples_2__metric_manhattan,0:39:57.869167,2107,NO,DIR: OPTICS,0.33530660609809776
OPTICS,min_samples_4__metric_manhattan,0:40:16.384326,844,NO,DIR: OPTICS,0.15615158037012403
OPTICS,min_samples_6__metric_manhattan,0:40:34.415926,460,NO,DIR: OPTICS,0.06254142132342452
OPTICS,min_samples_8__metric_manhattan,0:41:03.874145,309,NO,DIR: OPTICS,-0.015035941864919225
OPTICS,min_samples_20__metric_manhattan,0:41:31.082717,47,NO,DIR: OPTICS,-0.35653506918465505
OPTICS,min_samples_2__metric_minkowski,0:44:21.393603,2113,NO,DIR: OPTICS,0.3263646800433884
OPTICS,min_samples_4__metric_minkowski,0:44:34.700236,811,NO,DIR: OPTICS,0.14852345395936709
OPTICS,min_samples_6__metric_minkowski,0:45:02.787060,409,NO,DIR: OPTICS,-0.04566464121250313
OPTICS,min_samples_8__metric_minkowski,0:45:30.914824,230,NO,DIR: OPTICS,-0.1894214444659089
OPTICS,min_samples_20__metric_minkowski,0:46:00.335026,32,NO,DIR: OPTICS,-0.4057052614460578
